역쉬!!~ 간사한 일본을 믿을수 없다!!!...  일본이 과거 조선을 공격한건 3천번 이상 이라지??ㅠ 우리 조상들은 먼저 선제 공격한 적 없는데... 이간질 또한 대단한 일본이다!!!!! 지구에서 없어져야 할 나라임이 분명해졌다!!!,30.65,50.44,18.91,부정
반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 반대 이게나라냐 진짜 탄핵들어가야한다 3대 게이트 특검수사해서 쩝쩝이 치매색히 구속시켜야 합니다,20.79,78.25,0.96,부정
"국민팔이,  감성팔이,  여론팔이,  현금팔이, 촛불팔이,   이제   진짜국민들이   이단어  모두  지워버린다!    툭하면  팔이 팔이  3년가까이  팔이로 유지했지?    그만  끝내!!!!!!!",20.97,77.95,1.08,부정
이것들은 입만 열면 거짓말에 선동만하네. 나라 꼬라지 보면 저들 수준 알지.,24.78,73.99,1.22,부정
팩트는 유치원3법 반대한게 자한당이다..유치원 연합쪽에서 통과 안되게 기부했고..이게 자한당이다,25.67,73.43,0.9,부정
거짓으로 치장된 게악법을 발의하고 통과시킨 자들과 그들이 속한 곳은 국민을 표로만 바라보는 자들이다. 소신도 줏대도 자아도 없이 자리보존만 하는 자들. 싹다 바꾸즈아!,25.39,72.38,2.22,부정
이것들 대체 언제까지 국민을 개돼지로 업신여기려는지.. 국민들이 바보로보인..너들 입맛에 맞는 여론조사결과로 현실을 왜곡 조작해서 반시장적이고 반헌법적인 깡패같은 정책 밀어제끼려나본데... 여론조작 궁리는 그만하고 2년반  동안 대외적으로  말아드신 나라꼴 개선시킬 궁리나 해라 이새끼들아,26.92,72.0,1.08,부정
"하여튼 저것들은 모든 게 다 내로남불 식 발상이야. 이낙연 저 개OO의 발언의 이면에는... 지들이 했던 탄핵은 정의고, 지금 보수 통합 쪽에서 언급하는 탄핵은 국가 혼란을 야기할 수 있는 불의한 것이라는 오만한 견해가 자리잡고 있는 것! 문재인 씨O새O나, 이낙연 개OO나.... 어쩜 저렇게 하나 같이 하는 짓이 똑같은지... 4.15 총선에서 완전히 심판해줄게! 이 개OO O발O끼들아!",26.43,71.19,2.38,부정
니들이 잘못을 한게 있으니까 두렵지 ㅅ바꺼.. 구린게 없으면 청문회가 오히려 저 개판에서는 기회로 작용한다,27.79,69.87,2.34,부정
입만열면 거짓말만 하는 이낙연 그 입 다물라. 입은 고운말 예쁜말.거짓아닌 참말을 하라고 만들었징. 거짓말 더러운말하라고 만들지 않았다. 앞으로 거짓말찌껄이면 그 입 열지 마세요.,28.76,69.84,1.4,부정
쓰레기 같은 인간들 문화제 들어가서 술처먹고 욕은 기븐이고 성 추행에 주변에서 말려도 각목들고 폭행을 일삼는 인간들 이런인간을 양아치라고 한다. 처먹고 길 에다가 다 버리고 누가 치우냐 인간쓰레기들아,29.06,69.8,1.14,부정
정의용 이놈 OOO아냐? 금강산이 뭐 어쨌다고? 이번에는 북한주민 2명 추방시켜서 총살당하게 만들었다매? 게다가 국방부와 통일부하고는 한마디 상의도 없이?  완전히 국정농단하는 OOO이 이번에 또 개소리까고 있다.,28.47,69.77,1.76,부정
"민주당 전라도것들 지네들이 인정하고싶지않는건 무조건 부정 하네ㆍ전라도것들이 이해못ㅅ사는건 세상 모두 전부 틀린게되는거야 
조작이다 기자가 나쁜놈이고 자한당이 발악한다고 그러고 ㆍ나라를 부정하고 이건 우리가좋아하누 법이나 제도가 아니니 법 제도 바꾸고  문씨도 법,제도바꾸고 국민도 맘에안들면 자한당으로 몰아서  갈아치고 바꾸고 ㆍ국민절반과  자한당은 개노예로 봄 ㆍ",26.77,69.75,3.48,부정
니들이 말하는 개혁은 무슨 개혁이냐 검찰에 우파들 몰아내고 친좌파 검찰 만드는게 니들이 말하는 사법 개혁이나,28.01,69.69,2.29,부정
국민들은 싸움 붙혀놓고 지들끼리는 웃고 있네..에라이... 쌍것들아.,27.83,69.51,2.66,부정
