"﻿""까고 ",99.59,0.27,0.14,중립
서민을 위한 정치한다고 그렇게 죽어라 까인,99.98,0.0,0.01,중립
"정의의 불사자 꼭 승리 !!!!""",99.68,0.14,0.17,중립
"아니 문재앙 꼬봉 이낙연이 1위가 말이되나?

헐",99.98,0.02,0.0,중립
"이재명 일하나는  쵝오 최고다 
대구 경북 이재명   반만 해라",100.0,0.0,0.0,중립
아직도 교활이를 지도자로 인식하는 인간들은 뭐지,99.99,0.0,0.01,중립
"뉴스1기레기 시방새들..윤석열을 왜 끼어넣냐? 
속보인다..속보여..",99.99,0.0,0.01,중립
뭐 성경이 그렇지 않나? 목적을 위해서 수단과 방법을 않가리는?? 응?,99.99,0.01,0.0,중립
"담나진좀 빼라
군대도 안간넘들은
자격마덜이다",99.59,0.34,0.07,중립
젓비씨는이제완존히사이비방송이되었구나,99.85,0.14,0.01,중립
"신천지를 강하게 비판조차 못하는 정치인이 있더라구요.
뭐라더라? 특정교단을 어쩌고 저쩌고 
기가차더라구요.

이재명이 답!!!!",99.97,0.01,0.02,중립
"이재명  지지한다~  문대통령님 쫌 배우세요~
대구경북 도와줘도 욕 합니다
강력한 조치가 필요합니다~",71.83,16.17,12.0,중립
제발 밖에서든 기사에서든 황교안 안 보이는 대한민국에서 살고 싶다.,99.32,0.0,0.68,중립
이재명이 대통령이 되면 윤석열같은 박쥐같은 삼중인격자는 바로 사망이다 . 저런 추악하고 더러운 새끼를 놔둘 사람이 아니지 . 이재명이 꼭 대권 잡기 바란다 !,99.85,0.06,0.09,중립
언론사에 광고비 퍼준게 효과를 보는군요. 오늘 이지사 돈있으면 빵사먹어요. 3위가 어디여?,100.0,0.0,0.0,중립
만약에 이재명 경기지사가 다불어 터진당 간판만 안달고 대선 출마하면 난 무조건 1표 민다~ 대신에 사형제 부활과 법은 만민에게 평등하게 적용시키겠다는  공약을 건다면~,100.0,0.0,0.0,중립
"지금  코로나  확진자
1000 명  넘었을텐데
안보여주는  다음은
2중대가  분명해",100.0,0.0,0.0,중립
이재명  지사  화이팅 !,97.21,0.78,2.01,중립
"♬♪♪~♩♩들~
그런 소리 한다고 지지할 줄 아냐?",99.6,0.4,0.0,중립
역시 위기가 닥치니 이재명님을 찾는군..ㅎ 이재명 지사님 가유~~,99.54,0.01,0.45,중립
대통령선거 안갈라 했는데..재명이형 찍으러는 한번 가야겄네,99.55,0.45,0.0,중립
"정말,머쩌브러,  ♥",99.79,0.16,0.05,중립
"1 : 이낙연
2 : 이재명",48.13,27.63,24.23,중립
"왜 갑자기 표본 얘기꺼내? 그동안 문제있다 할땐 아닌척 하면서 매주 지지율가지고 장난치더니 
지금 지지율 좋게 나오니까 열받아?",99.97,0.03,0.0,중립
윤돌은 여당이총선승리하면 한방에 날려버릴건데 뭔노무 대선후보~~미친짓도 가지가지네~^^^,99.94,0.04,0.03,중립
석열이는왜넣었냐 나라말아먹고싶냐,99.93,0.03,0.04,중립
"대한민국은 이재명 같은
지도자가 필요하다
강력한 통치력이 요구되는
상황
선거에 숨지말고
언론 두려워 말고
강력하게 대응해야 한다

신천지와 무슨관계인지는
몰라도
정치권과 언론들은
감추느라 바쁘다
곧 후회한다",80.28,0.33,19.39,중립
임종석 0.4 누고....,99.95,0.04,0.01,중립
정치적 감각이라고는 1도 안 보이는 교활한 인간이 11%라니 저 11% 안에 들어간 인간들 머릿속에 뇌는 있는지 의심스럽네,100.0,0.0,0.0,중립
"신천지 코로나 전파자는 색출해서
감옥에 넣어요",99.99,0.01,0.0,중립
"지금은  먹고살기가 문제가 아니구
죽기살기가  문제다
이런 시점에   연극계가서 애로사항 들을땐가?",99.99,0.01,0.0,중립
말이야  말똥이야     머같은소리하고  자빠졌네  정부를  믿고   일치단결해야할때  분열조장하는소리하고  짜빠쪘네   14일  자가격리가아니라  아예  새상밖으로  나오지마라,99.99,0.01,0.0,중립
난 이재명,92.17,0.27,7.55,중립
지역별로 공개해봐라!,99.11,0.58,0.3,중립
군대도  안간  황교황  자걱  미달이다,98.85,0.94,0.21,중립
"이재명 지사님 어제 뉴스를 보면서 속이 다 후련 했습니다.
무급휴직을 하네 마네..하루종일 전화 한통 없는 사무실을 지키면서
무기력함과 피곤함을 가지고 집에 가서 뉴스를 보는데  신천지 압수수색이라는 말과 함께
왠지 더 빨리 코로나가 사라질것 같은 기분이 들었습니다.
어느 시점에서 빠른 결단이 필요할때 입니다.
여 야 상관없이 힘을 합쳐서 대한민국 국민들이  어려움에서 빠져 나왔으면 좋겠습니다.",99.79,0.01,0.21,중립
제발  엉터리  통계 가지고  언론  호도하지마라,99.96,0.01,0.03,중립
경기도지사님 새삼 다시 보게됨!!!,99.97,0.0,0.03,중립
유승민 선대위원장하면 문통은 박그네 구속집행정지 즉각 윤석열에게 지시하시라.,99.97,0.0,0.02,중립
교왈이 지지층 함 봐라.ㅋㅋ,98.8,0.67,0.54,중립
이 정도면 일부러 퍼뜨렸다고 밖에 보이지 않는다....   검찰은 신천지를 즉각 수사해야 한다고 본다!!,100.0,0.0,0.0,중립
법과행정에 능통해  추진력과판단력이 탁월해,99.98,0.02,0.0,중립
윤씨는 깜이 아니니 빼라.,99.99,0.01,0.0,중립
재인이 똥받아먹는 사람들이 너무 많구나.,85.35,12.11,2.54,중립
"이제명은 기득권과 지혜로운 투쟁과 승리의 토대를 쌓을 것이다. 그리고 다음 대통령이 세종처람 꿀 열매를 취하리라.. 
대통령은 나랏님이 아니라 국민의 도구, 종이다. 일 잘하고 말하면 들어줄 이를 뽑자.. 반장도 대통령도",99.83,0.02,0.15,중립
중국은 이제 우한 폐렴 발원지가 지들이 아니라는 소리까지 하는데 정작 우리는 이러고 있으니...,99.95,0.05,0.0,중립
대구시장은 좀 보고배우시길,99.91,0.09,0.01,중립
기레기 윤석열을 왜끼워넣는데 수작질그마해라,99.99,0.01,0.0,중립
이재명은 총리까지가 딱임. 밀어붙이는 행정력은 인정,92.1,0.13,7.77,중립
"불어터진
떡검은
빼라",99.99,0.01,0.0,중립
역시 광주전남 시민들은 민주주의를 아는 분들이군요^^,97.83,2.0,0.18,중립
종인할배 새이 오래도산다 뭐처먹고 다니길래  그네가 하사한 송로버섯 처  먹었냐,99.99,0.01,0.0,중립
에구  마스크   하나 해결못하는 무능한 중국바라기 정부              매스컴만 대구로 마스크보내지   막상 일반시민들은  마스크사기가   ~  ~    ♩~ ㅅ ㅍ,99.86,0.13,0.01,중립
"저도 왼손잡이 인데
적극 지지합니다",97.61,0.37,2.02,중립
"아이고 신천지 강제 진입햇다고 대통령????
하여튼 어른이들이 왜캐 많어 ㅉㅉ",99.91,0.08,0.01,중립
"이재명 여론조사에서 잘나오면 뭐하나  
더민주당 대통경선에서  떨어질건데...  
여론조사 계속해봐라  아무 의미가 없으니",99.74,0.26,0.0,중립
친문 반문 할때인가요? 지방자치시대 대구 경북 총책임자가 제 역할을 안하는것에 대해 지적하는것입니다!! 기자는 이런식으로 갈라치기 마세요!!,99.85,0.15,0.0,중립
뚜껑열어봐야알지 조작질만 안하면 ᆢ,99.97,0.03,0.0,중립
"굘할이를 부분과 비교하는건 어불성설
언아더레벨 차이다 감히",100.0,0.0,0.0,중립
"이보슈!
윤석열은 왜끼우냐?  오천만 개개인도 조사해봐라",100.0,0.0,0.0,중립
이재명 도지사의 빠른 판단력과 대처에 박수를 보냅니다.,99.74,0.03,0.22,중립
이재명을 지켜라,98.23,1.04,0.73,중립
"인권문제가 반드시 대두될것이라 본다
민주당은 처신 잘하라!
사람이 먼저다 라는 문통님의 슬로건이 무색해진다
이단척결프레밈과 국민을 바이러스로  양분하고 그 분위기를 등에업고 선거하려는 것은 아닌가?",100.0,0.0,0.0,중립
"김종인?
뭔 대단한 할배라고
아직도 언급되는건가",99.99,0.0,0.0,중립
